"brand","listing_url","region","categories","source_url","retrieved_date"
"STUDIO Gel","https://www.crueltyfreeinternational.org/approved-brands/listing/studio-gel/","Australia & New Zealand","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=18&num=20&sort=","2026-09-04"
"Studio Milligram","https://www.crueltyfreeinternational.org/approved-brands/listing/studio-milligram/","Australia & New Zealand; USA & Canada","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy","https://www.crueltyfreeinternational.org/approved-brands/?_page=18&num=20&sort=","2026-09-04"
"Subtle Energies","https://www.crueltyfreeinternational.org/approved-brands/listing/subtle-energies/","","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy","https://www.crueltyfreeinternational.org/approved-brands/?_page=18&num=20&sort=","2026-09-04"
"Sue Marsh","https://www.crueltyfreeinternational.org/approved-brands/listing/sue-marsh/","Europe","Cosmetic and Personal Care Products: Face | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=18&num=20&sort=","2026-09-04"
"Sugar Coated","https://www.crueltyfreeinternational.org/approved-brands/listing/sugar-coated/","Europe","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=18&num=20&sort=","2026-09-04"
"Sukin Skincare","https://www.crueltyfreeinternational.org/approved-brands/listing/sukin-skincare/","","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy","https://www.crueltyfreeinternational.org/approved-brands/?_page=18&num=20&sort=","2026-09-04"
"Sundae","https://www.crueltyfreeinternational.org/approved-brands/listing/sundae/","Australia & New Zealand","","https://www.crueltyfreeinternational.org/approved-brands/?_page=18&num=20&sort=","2026-09-04"
"Superdrug","https://www.crueltyfreeinternational.org/approved-brands/listing/superdrug/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=18&num=20&sort=","2026-09-04"
"Swypes","https://www.crueltyfreeinternational.org/approved-brands/listing/swypes/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"Synergie Skin","https://www.crueltyfreeinternational.org/approved-brands/listing/synergie-skin/","Asia; Australia & New Zealand; USA & Canada","Cosmetic and Personal Care Products: Body | Face | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"Syorell","https://www.crueltyfreeinternational.org/approved-brands/listing/syorell/","Africa & The Middle East; Europe","Cosmetic and Personal Care Products: Body | Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"System Nature","https://www.crueltyfreeinternational.org/approved-brands/listing/system-nature/","Europe","Cosmetic and Personal Care Products: Body | Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"TanOrganic","https://www.crueltyfreeinternational.org/approved-brands/listing/tan-organic/","","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"Temko Cosmetics","https://www.crueltyfreeinternational.org/approved-brands/listing/temko-cosmetics/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"That Good Hair","https://www.crueltyfreeinternational.org/approved-brands/listing/that-good-hair/","Europe","Cosmetic and Personal Care Products: Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"The Australian Natural Soap Company","https://www.crueltyfreeinternational.org/approved-brands/listing/the-australian-natural-soap-company/","Australia & New Zealand","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"THE BARBERIA","https://www.crueltyfreeinternational.org/approved-brands/listing/the-barberia/","","Cosmetic and Personal Care Products: Body | Face | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"The Body Shop","https://www.crueltyfreeinternational.org/approved-brands/listing/the-body-shop/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"The Cheeky Panda","https://www.crueltyfreeinternational.org/approved-brands/listing/the-cheeky-panda/","Africa & The Middle East; Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"The COCOON ORIGINAL VIETNAM","https://www.crueltyfreeinternational.org/approved-brands/listing/cocoon-original-vietnam/","Asia","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"THE EAST TO WEST LIFESTYLE CO©","https://www.crueltyfreeinternational.org/approved-brands/listing/the-east-to-west-lifestyle-co/","Europe","Cosmetic and Personal Care Products: Body | Face | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"The Gel Crew","https://www.crueltyfreeinternational.org/approved-brands/listing/the-gel-crew/","Europe","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"The Good One","https://www.crueltyfreeinternational.org/approved-brands/listing/the-good-one/","","Cosmetic and Personal Care Products: Body | Hair Care; Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"The Handmade Soap Company","https://www.crueltyfreeinternational.org/approved-brands/listing/the-handmade-soap-company/","","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy | Hair Care; Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"The Honest Midwife","https://www.crueltyfreeinternational.org/approved-brands/listing/the-honest-midwife/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; USA & Canada","Cosmetic and Personal Care Products: Babies & Children | Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"The INKEY List","https://www.crueltyfreeinternational.org/approved-brands/listing/the-inkey-list-2/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Body | Face | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"The Konjac Sponge Co","https://www.crueltyfreeinternational.org/approved-brands/listing/the-konjac-sponge-co/","","Cosmetic and Personal Care Products: Babies & Children | Body | Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"The Natural Deodorant Co.","https://www.crueltyfreeinternational.org/approved-brands/listing/the-natural-deodorant-co/","","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=19&num=20&sort=","2026-09-04"
"The Natural Soapworks","https://www.crueltyfreeinternational.org/approved-brands/listing/the-natural-soapworks/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"The Pink Stuff","https://www.crueltyfreeinternational.org/approved-brands/listing/the-pink-stuff/","Australia & New Zealand; Europe","Household & Cleaning Products: Household Cleaning","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"The Powder Shampoo","https://www.crueltyfreeinternational.org/approved-brands/listing/the-powder-shampoo/","","Cosmetic and Personal Care Products: Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"The Skin Edition","https://www.crueltyfreeinternational.org/approved-brands/listing/the-skin-edition/","Africa & The Middle East; Europe","Cosmetic and Personal Care Products: Body | Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"Thermitek Ltd","https://www.crueltyfreeinternational.org/approved-brands/listing/thermitek-ltd/","Europe","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"Throda Skincare","https://www.crueltyfreeinternational.org/approved-brands/listing/throda-skincare/","Europe","Cosmetic and Personal Care Products: Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"Tootilab","https://www.crueltyfreeinternational.org/approved-brands/listing/tootilab/","","Cosmetic and Personal Care Products: Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"Trigwell Cosmetics","https://www.crueltyfreeinternational.org/approved-brands/listing/trigwell-cosmetics/","Europe; South & Central America","Cosmetic and Personal Care Products: Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"Tropic Skincare","https://www.crueltyfreeinternational.org/approved-brands/listing/tropic-skincare/","Europe","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"True","https://www.crueltyfreeinternational.org/approved-brands/listing/monday-international-limited-true/","Australia & New Zealand; USA & Canada","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"True Alchemy","https://www.crueltyfreeinternational.org/approved-brands/listing/true-alchemy/","Europe","Cosmetic and Personal Care Products: Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"Tulita","https://www.crueltyfreeinternational.org/approved-brands/listing/tulita/","Australia & New Zealand","Cosmetic and Personal Care Products: Fragrance and Aromatherapy","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"UKVIAT","https://www.crueltyfreeinternational.org/approved-brands/listing/ukviat/","Australia & New Zealand; Europe; USA & Canada","Cosmetic and Personal Care Products: Body | Face | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"Ultra Glow","https://www.crueltyfreeinternational.org/approved-brands/listing/ultra-glow/","Europe","Cosmetic and Personal Care Products: Body | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"Ultraceuticals","https://www.crueltyfreeinternational.org/approved-brands/listing/ultraceuticals/","Australia & New Zealand; Europe","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"UNIQ MADE","https://www.crueltyfreeinternational.org/approved-brands/listing/uniq-made/","","Cosmetic and Personal Care Products: Body | Face | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"Unique Boutique","https://www.crueltyfreeinternational.org/approved-brands/listing/unique-boutique/","Europe","Cosmetic and Personal Care Products: Face | Hair Care | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"UpCircle Beauty","https://www.crueltyfreeinternational.org/approved-brands/listing/upcircle-beauty/","","Cosmetic and Personal Care Products: Body | Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"VeganTan","https://www.crueltyfreeinternational.org/approved-brands/listing/vegan-tan/","","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"Viridian Nutrition","https://www.crueltyfreeinternational.org/approved-brands/listing/viridian-nutrition/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=20&num=20&sort=","2026-09-04"
"Vult","https://www.crueltyfreeinternational.org/approved-brands/listing/vult-2/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Cosmetic and Personal Care Products: Body | Face | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=21&num=20&sort=","2026-09-04"
"W5","https://www.crueltyfreeinternational.org/approved-brands/listing/w5/","Europe","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care; Household & Cleaning Products: Household Cleaning | Home Fragrance / Air Care | Laundry | Car Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=21&num=20&sort=","2026-09-04"
"Waitrose","https://www.crueltyfreeinternational.org/approved-brands/listing/waitrose/","","Cosmetic and Personal Care Products: Babies & Children | Body | Face | Fragrance and Aromatherapy | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=21&num=20&sort=","2026-09-04"
"Wild","https://www.crueltyfreeinternational.org/approved-brands/listing/wild-cosmetics/","Australia & New Zealand; Europe","Cosmetic and Personal Care Products: Body | Face | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=21&num=20&sort=","2026-09-04"
"WILD SCIENCE Lab","https://www.crueltyfreeinternational.org/approved-brands/listing/wild-science-lab/","Australia & New Zealand; Europe","Cosmetic and Personal Care Products: Face","https://www.crueltyfreeinternational.org/approved-brands/?_page=21&num=20&sort=","2026-09-04"
"Wildsmith Skin","https://www.crueltyfreeinternational.org/approved-brands/listing/wildsmith-skin/","Asia; Europe; USA & Canada","Cosmetic and Personal Care Products: Body | Face | Fragrance and Aromatherapy | Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=21&num=20&sort=","2026-09-04"
"WildWash","https://www.crueltyfreeinternational.org/approved-brands/listing/wild-wash/","Africa & The Middle East; Asia; Australia & New Zealand; Europe; South & Central America; USA & Canada","Companion Animal Products: Grooming & Fragrance","https://www.crueltyfreeinternational.org/approved-brands/?_page=21&num=20&sort=","2026-09-04"
"Wizz","https://www.crueltyfreeinternational.org/approved-brands/listing/wizz/","Australia & New Zealand; Europe","Household & Cleaning Products: Household Cleaning","https://www.crueltyfreeinternational.org/approved-brands/?_page=21&num=20&sort=","2026-09-04"
"Yes! Nurse","https://www.crueltyfreeinternational.org/approved-brands/listing/yes-nurse/","Europe","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=21&num=20&sort=","2026-09-04"
"YOM BEAUTY","https://www.crueltyfreeinternational.org/approved-brands/listing/yom-beauty/","Europe; USA & Canada","Cosmetic and Personal Care Products: Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=21&num=20&sort=","2026-09-04"
"Young ePure","https://www.crueltyfreeinternational.org/approved-brands/listing/young-epure/","Europe","Cosmetic and Personal Care Products: Body | Makeup","https://www.crueltyfreeinternational.org/approved-brands/?_page=21&num=20&sort=","2026-09-04"
"Zoya Goes Pretty","https://www.crueltyfreeinternational.org/approved-brands/listing/zoya-goes-pretty/","Europe","Cosmetic and Personal Care Products: Body","https://www.crueltyfreeinternational.org/approved-brands/?_page=21&num=20&sort=","2026-09-04"
"Zuvi","https://www.crueltyfreeinternational.org/approved-brands/listing/zuvi/","USA & Canada","Cosmetic and Personal Care Products: Hair Care","https://www.crueltyfreeinternational.org/approved-brands/?_page=21&num=20&sort=","2026-09-04"
